[DEBUG] [2024-09-07 17:21:38,514]: RAW message sent: bytearray(b'$M<\x00\x01\x01')
[DEBUG] [2024-09-08 14:31:11,758]: State: 8 - byte received (at 1725769871.7524884): 50
[DEBUG] [2024-09-08 14:31:11,758]: State: 8 - byte received (at 1725769871.7524884): 58
[DEBUG] [2024-09-08 14:31:11,759]: State: 8 - byte received (at 1725769871.7524884): 52
[DEBUG] [2024-09-08 14:31:11,759]: State: 8 - byte received (at 1725769871.7524884): 50
[DEBUG] [2024-09-08 14:31:11,759]: State: 8 - byte received (at 1725769871.7524884): 58
[DEBUG] [2024-09-08 14:31:11,760]: State: 8 - byte received (at 1725769871.7524884): 51
[DEBUG] [2024-09-08 14:31:11,760]: State: 8 - byte received (at 1725769871.7524884): 52
[DEBUG] [2024-09-08 14:31:11,760]: State: 8 - byte received (at 1725769871.7524884): 49
[DEBUG] [2024-09-08 14:31:11,761]: State: 8 - byte received (at 1725769871.7524884): 101
[DEBUG] [2024-09-08 14:31:11,761]: State: 8 - byte received (at 1725769871.7524884): 53
[DEBUG] [2024-09-08 14:31:11,761]: State: 8 - byte received (at 1725769871.7524884): 101
[DEBUG] [2024-09-08 14:31:11,762]: State: 8 - byte received (at 1725769871.7524884): 51
[DEBUG] [2024-09-08 14:31:11,762]: State: 8 - byte received (at 1725769871.7524884): 100
[DEBUG] [2024-09-08 14:31:11,763]: State: 8 - byte received (at 1725769871.7524884): 51
[DEBUG] [2024-09-08 14:31:11,763]: State: 9 - byte received (at 1725769871.7524884): 36
[DEBUG] [2024-09-08 14:31:11,763]: Message received (length 26) - Code 5
[DEBUG] [2024-09-08 14:31:11,764]: RAW message sent: bytearray(b'$M<\x00\x04\x04')
[DEBUG] [2024-09-08 14:31:11,772]: State: 0 - byte received (at 1725769871.772421): 36
[DEBUG] [2024-09-08 14:31:11,772]: State: 1 - byte received (at 1725769871.772421): 77
[DEBUG] [2024-09-08 14:31:11,773]: State: 2 - byte received (at 1725769871.772421): 62
[DEBUG] [2024-09-08 14:31:11,773]: State: 3 - byte received (at 1725769871.772421): 67
[DEBUG] [2024-09-08 14:31:11,773]: State: 4 - byte received (at 1725769871.772421): 4
[DEBUG] [2024-09-08 14:31:11,776]: State: 7 - byte received (at 1725769871.772421): 79
[DEBUG] [2024-09-08 14:31:11,776]: State: 8 - byte received (at 1725769871.772421): 66
[DEBUG] [2024-09-08 14:31:11,776]: State: 8 - byte received (at 1725769871.772421): 83
[DEBUG] [2024-09-08 14:31:11,776]: State: 8 - byte received (at 1725769871.772421): 68
[DEBUG] [2024-09-08 14:31:11,777]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,777]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,777]: State: 8 - byte received (at 1725769871.772421): 2
[DEBUG] [2024-09-08 14:31:11,777]: State: 8 - byte received (at 1725769871.772421): 3
[DEBUG] [2024-09-08 14:31:11,778]: State: 8 - byte received (at 1725769871.772421): 11
[DEBUG] [2024-09-08 14:31:11,778]: State: 8 - byte received (at 1725769871.772421): 79
[DEBUG] [2024-09-08 14:31:11,778]: State: 8 - byte received (at 1725769871.772421): 77
[DEBUG] [2024-09-08 14:31:11,778]: State: 8 - byte received (at 1725769871.772421): 78
[DEBUG] [2024-09-08 14:31:11,779]: State: 8 - byte received (at 1725769871.772421): 73
[DEBUG] [2024-09-08 14:31:11,779]: State: 8 - byte received (at 1725769871.772421): 66
[DEBUG] [2024-09-08 14:31:11,779]: State: 8 - byte received (at 1725769871.772421): 85
[DEBUG] [2024-09-08 14:31:11,779]: State: 8 - byte received (at 1725769871.772421): 83
[DEBUG] [2024-09-08 14:31:11,779]: State: 8 - byte received (at 1725769871.772421): 70
[DEBUG] [2024-09-08 14:31:11,780]: State: 8 - byte received (at 1725769871.772421): 52
[DEBUG] [2024-09-08 14:31:11,780]: State: 8 - byte received (at 1725769871.772421): 83
[DEBUG] [2024-09-08 14:31:11,780]: State: 8 - byte received (at 1725769871.772421): 68
[DEBUG] [2024-09-08 14:31:11,780]: State: 8 - byte received (at 1725769871.772421): 11
[DEBUG] [2024-09-08 14:31:11,780]: State: 8 - byte received (at 1725769871.772421): 79
[DEBUG] [2024-09-08 14:31:11,781]: State: 8 - byte received (at 1725769871.772421): 77
[DEBUG] [2024-09-08 14:31:11,781]: State: 8 - byte received (at 1725769871.772421): 78
[DEBUG] [2024-09-08 14:31:11,781]: State: 8 - byte received (at 1725769871.772421): 73
[DEBUG] [2024-09-08 14:31:11,781]: State: 8 - byte received (at 1725769871.772421): 66
[DEBUG] [2024-09-08 14:31:11,782]: State: 8 - byte received (at 1725769871.772421): 85
[DEBUG] [2024-09-08 14:31:11,782]: State: 8 - byte received (at 1725769871.772421): 83
[DEBUG] [2024-09-08 14:31:11,782]: State: 8 - byte received (at 1725769871.772421): 70
[DEBUG] [2024-09-08 14:31:11,783]: State: 8 - byte received (at 1725769871.772421): 52
[DEBUG] [2024-09-08 14:31:11,783]: State: 8 - byte received (at 1725769871.772421): 83
[DEBUG] [2024-09-08 14:31:11,783]: State: 8 - byte received (at 1725769871.772421): 68
[DEBUG] [2024-09-08 14:31:11,783]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,784]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,784]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,784]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,785]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,785]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,785]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,786]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,786]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,787]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,787]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,787]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,787]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,788]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,788]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,788]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,788]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,788]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,789]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,789]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,789]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,789]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,790]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,790]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,790]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,790]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,791]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,791]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,791]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,791]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,791]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,792]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,792]: State: 8 - byte received (at 1725769871.772421): 0
[DEBUG] [2024-09-08 14:31:11,792]: State: 8 - byte received (at 1725769871.772421): 3
[DEBUG] [2024-09-08 14:31:11,792]: State: 8 - byte received (at 1725769871.772421): 2
[DEBUG] [2024-09-08 14:31:11,792]: State: 9 - byte received (at 1725769871.772421): 93
[DEBUG] [2024-09-08 14:31:11,793]: Message received (length 67) - Code 4
[DEBUG] [2024-09-08 14:31:11,793]: RAW message sent: bytearray(b'$M<\x00\xa0\xa0')
[DEBUG] [2024-09-08 14:31:11,801]: State: 0 - byte received (at 1725769871.8013258): 36
[DEBUG] [2024-09-08 14:31:11,801]: State: 1 - byte received (at 1725769871.8013258): 77
[DEBUG] [2024-09-08 14:31:11,802]: State: 2 - byte received (at 1725769871.8013258): 62
[DEBUG] [2024-09-08 14:31:11,803]: State: 3 - byte received (at 1725769871.8013258): 12
[DEBUG] [2024-09-08 14:31:11,803]: State: 4 - byte received (at 1725769871.8013258): 160
[DEBUG] [2024-09-08 14:31:11,804]: State: 7 - byte received (at 1725769871.8013258): 49
[DEBUG] [2024-09-08 14:31:11,804]: State: 8 - byte received (at 1725769871.8013258): 0
[DEBUG] [2024-09-08 14:31:11,804]: State: 8 - byte received (at 1725769871.8013258): 26
[DEBUG] [2024-09-08 14:31:11,804]: State: 8 - byte received (at 1725769871.8013258): 0
[DEBUG] [2024-09-08 14:31:11,805]: State: 8 - byte received (at 1725769871.8013258): 8
[DEBUG] [2024-09-08 14:31:11,805]: State: 8 - byte received (at 1725769871.8013258): 71
[DEBUG] [2024-09-08 14:31:11,805]: State: 8 - byte received (at 1725769871.8013258): 50
[DEBUG] [2024-09-08 14:31:11,805]: State: 8 - byte received (at 1725769871.8013258): 50
[DEBUG] [2024-09-08 14:31:11,806]: State: 8 - byte received (at 1725769871.8013258): 56
[DEBUG] [2024-09-08 14:31:11,806]: State: 8 - byte received (at 1725769871.8013258): 54
[DEBUG] [2024-09-08 14:31:11,806]: State: 8 - byte received (at 1725769871.8013258): 53
[DEBUG] [2024-09-08 14:31:11,806]: State: 8 - byte received (at 1725769871.8013258): 51
[DEBUG] [2024-09-08 14:31:11,806]: State: 9 - byte received (at 1725769871.8013258): 192
[DEBUG] [2024-09-08 14:31:11,807]: Message received (length 12) - Code 160
[DEBUG] [2024-09-08 14:31:11,807]: RAW message sent: bytearray(b'$M<\x00\xf0\xf0')
[DEBUG] [2024-09-08 14:31:11,820]: State: 0 - byte received (at 1725769871.8206189): 36
[DEBUG] [2024-09-08 14:31:11,821]: State: 1 - byte received (at 1725769871.8206189): 77
[DEBUG] [2024-09-08 14:31:11,821]: State: 2 - byte received (at 1725769871.8206189): 62
[DEBUG] [2024-09-08 14:31:11,821]: State: 3 - byte received (at 1725769871.8206189): 4
[DEBUG] [2024-09-08 14:31:11,822]: State: 4 - byte received (at 1725769871.8206189): 240
[DEBUG] [2024-09-08 14:31:11,822]: State: 7 - byte received (at 1725769871.8206189): 0
[DEBUG] [2024-09-08 14:31:11,822]: State: 8 - byte received (at 1725769871.8206189): 0
[DEBUG] [2024-09-08 14:31:11,822]: State: 8 - byte received (at 1725769871.8206189): 0
[DEBUG] [2024-09-08 14:31:11,823]: State: 8 - byte received (at 1725769871.8206189): 0
[DEBUG] [2024-09-08 14:31:11,823]: State: 9 - byte received (at 1725769871.8206189): 244
[DEBUG] [2024-09-08 14:31:11,823]: Message received (length 4) - Code 240
[DEBUG] [2024-09-08 14:31:11,824]: RAW message sent: bytearray(b'$M<\x00\n\n')
[DEBUG] [2024-09-08 14:31:11,830]: State: 0 - byte received (at 1725769871.8302553): 36
[DEBUG] [2024-09-08 14:31:11,830]: State: 1 - byte received (at 1725769871.8302553): 77
[DEBUG] [2024-09-08 14:31:11,831]: State: 2 - byte received (at 1725769871.8302553): 62
[DEBUG] [2024-09-08 14:31:11,831]: State: 3 - byte received (at 1725769871.8302553): 0
[DEBUG] [2024-09-08 14:31:11,831]: State: 4 - byte received (at 1725769871.8302553): 10
[DEBUG] [2024-09-08 14:31:11,832]: State: 9 - byte received (at 1725769871.8302553): 10
[DEBUG] [2024-09-08 14:31:11,832]: Message received (length 0) - Code 10
[DEBUG] [2024-09-08 14:31:11,832]: RAW message sent: bytearray(b'$M<\x00ee')
[DEBUG] [2024-09-08 14:31:11,842]: State: 0 - byte received (at 1725769871.8423636): 36
[DEBUG] [2024-09-08 14:31:11,842]: State: 1 - byte received (at 1725769871.8423636): 77
[DEBUG] [2024-09-08 14:31:11,843]: State: 2 - byte received (at 1725769871.8423636): 62
[DEBUG] [2024-09-08 14:31:11,843]: State: 3 - byte received (at 1725769871.8423636): 22
[DEBUG] [2024-09-08 14:31:11,844]: State: 4 - byte received (at 1725769871.8423636): 101
[DEBUG] [2024-09-08 14:31:11,844]: State: 7 - byte received (at 1725769871.8423636): 126
[DEBUG] [2024-09-08 14:31:11,845]: State: 8 - byte received (at 1725769871.8423636): 0
[DEBUG] [2024-09-08 14:31:11,845]: State: 8 - byte received (at 1725769871.8423636): 0
[DEBUG] [2024-09-08 14:31:11,845]: State: 8 - byte received (at 1725769871.8423636): 0
[DEBUG] [2024-09-08 14:31:11,846]: State: 8 - byte received (at 1725769871.8423636): 35
[DEBUG] [2024-09-08 14:31:11,846]: State: 8 - byte received (at 1725769871.8423636): 0
[DEBUG] [2024-09-08 14:31:11,846]: State: 8 - byte received (at 1725769871.8423636): 0
[DEBUG] [2024-09-08 14:31:11,847]: State: 8 - byte received (at 1725769871.8423636): 0
[DEBUG] [2024-09-08 14:31:11,847]: State: 8 - byte received (at 1725769871.8423636): 0
[DEBUG] [2024-09-08 14:31:11,848]: State: 8 - byte received (at 1725769871.8423636): 0
[DEBUG] [2024-09-08 14:31:11,848]: State: 8 - byte received (at 1725769871.8423636): 0
[DEBUG] [2024-09-08 14:31:11,848]: State: 8 - byte received (at 1725769871.8423636): 10
[DEBUG] [2024-09-08 14:31:11,849]: State: 8 - byte received (at 1725769871.8423636): 0
[DEBUG] [2024-09-08 14:31:11,849]: State: 8 - byte received (at 1725769871.8423636): 0
[DEBUG] [2024-09-08 14:31:11,849]: State: 8 - byte received (at 1725769871.8423636): 0
[DEBUG] [2024-09-08 14:31:11,850]: State: 8 - byte received (at 1725769871.8423636): 0
[DEBUG] [2024-09-08 14:31:11,850]: State: 8 - byte received (at 1725769871.8423636): 24
[DEBUG] [2024-09-08 14:31:11,851]: State: 8 - byte received (at 1725769871.8423636): 4
[DEBUG] [2024-09-08 14:31:11,851]: State: 8 - byte received (at 1725769871.8423636): 1
[DEBUG] [2024-09-08 14:31:11,851]: State: 8 - byte received (at 1725769871.8423636): 0
[DEBUG] [2024-09-08 14:31:11,852]: State: 8 - byte received (at 1725769871.8423636): 0
[DEBUG] [2024-09-08 14:31:11,852]: State: 8 - byte received (at 1725769871.8423636): 0
[DEBUG] [2024-09-08 14:31:11,852]: State: 9 - byte received (at 1725769871.8423636): 57
[DEBUG] [2024-09-08 14:31:11,853]: Message received (length 22) - Code 101
[DEBUG] [2024-09-08 14:31:11,853]: RAW message sent: bytearray(b'$M<\x00\x96\x96')
[DEBUG] [2024-09-08 14:31:11,862]: State: 0 - byte received (at 1725769871.8622959): 36
[DEBUG] [2024-09-08 14:31:11,862]: State: 1 - byte received (at 1725769871.8622959): 77
[DEBUG] [2024-09-08 14:31:11,863]: State: 2 - byte received (at 1725769871.8622959): 62
[DEBUG] [2024-09-08 14:31:11,863]: State: 3 - byte received (at 1725769871.8622959): 22
[DEBUG] [2024-09-08 14:31:11,863]: State: 4 - byte received (at 1725769871.8622959): 150
[DEBUG] [2024-09-08 14:31:11,863]: State: 7 - byte received (at 1725769871.8622959): 126
[DEBUG] [2024-09-08 14:31:11,864]: State: 8 - byte received (at 1725769871.8622959): 0
[DEBUG] [2024-09-08 14:31:11,864]: State: 8 - byte received (at 1725769871.8622959): 0
[DEBUG] [2024-09-08 14:31:11,864]: State: 8 - byte received (at 1725769871.8622959): 0
[DEBUG] [2024-09-08 14:31:11,864]: State: 8 - byte received (at 1725769871.8622959): 35
[DEBUG] [2024-09-08 14:31:11,864]: State: 8 - byte received (at 1725769871.8622959): 0
[DEBUG] [2024-09-08 14:31:11,865]: State: 8 - byte received (at 1725769871.8622959): 0
[DEBUG] [2024-09-08 14:31:11,865]: State: 8 - byte received (at 1725769871.8622959): 0
[DEBUG] [2024-09-08 14:31:11,865]: State: 8 - byte received (at 1725769871.8622959): 0
[DEBUG] [2024-09-08 14:31:11,866]: State: 8 - byte received (at 1725769871.8622959): 0
[DEBUG] [2024-09-08 14:31:11,866]: State: 8 - byte received (at 1725769871.8622959): 0
[DEBUG] [2024-09-08 14:31:11,866]: State: 8 - byte received (at 1725769871.8622959): 10
[DEBUG] [2024-09-08 14:31:11,866]: State: 8 - byte received (at 1725769871.8622959): 0
[DEBUG] [2024-09-08 14:31:11,866]: State: 8 - byte received (at 1725769871.8622959): 3
[DEBUG] [2024-09-08 14:31:11,867]: State: 8 - byte received (at 1725769871.8622959): 0
[DEBUG] [2024-09-08 14:31:11,867]: State: 8 - byte received (at 1725769871.8622959): 0
[DEBUG] [2024-09-08 14:31:11,867]: State: 8 - byte received (at 1725769871.8622959): 24
[DEBUG] [2024-09-08 14:31:11,867]: State: 8 - byte received (at 1725769871.8622959): 4
[DEBUG] [2024-09-08 14:31:11,867]: State: 8 - byte received (at 1725769871.8622959): 1
[DEBUG] [2024-09-08 14:31:11,868]: State: 8 - byte received (at 1725769871.8622959): 0
[DEBUG] [2024-09-08 14:31:11,868]: State: 8 - byte received (at 1725769871.8622959): 0
[DEBUG] [2024-09-08 14:31:11,868]: State: 8 - byte received (at 1725769871.8622959): 0
[DEBUG] [2024-09-08 14:31:11,868]: State: 9 - byte received (at 1725769871.8622959): 201
[DEBUG] [2024-09-08 14:31:11,868]: Message received (length 22) - Code 150
[DEBUG] [2024-09-08 14:31:11,869]: RAW message sent: bytearray(b'$M<\x00mm')
[DEBUG] [2024-09-08 14:31:11,881]: State: 0 - byte received (at 1725769871.8809524): 36
[DEBUG] [2024-09-08 14:31:11,881]: State: 1 - byte received (at 1725769871.8809524): 77
[DEBUG] [2024-09-08 14:31:11,881]: State: 2 - byte received (at 1725769871.8809524): 62
[DEBUG] [2024-09-08 14:31:11,882]: State: 3 - byte received (at 1725769871.8809524): 6
[DEBUG] [2024-09-08 14:31:11,882]: State: 4 - byte received (at 1725769871.8809524): 109
[DEBUG] [2024-09-08 14:31:11,883]: State: 7 - byte received (at 1725769871.8809524): 1
[DEBUG] [2024-09-08 14:31:11,883]: State: 8 - byte received (at 1725769871.8809524): 0
[DEBUG] [2024-09-08 14:31:11,883]: State: 8 - byte received (at 1725769871.8809524): 0
[DEBUG] [2024-09-08 14:31:11,884]: State: 8 - byte received (at 1725769871.8809524): 0
[DEBUG] [2024-09-08 14:31:11,884]: State: 8 - byte received (at 1725769871.8809524): 253
[DEBUG] [2024-09-08 14:31:11,884]: State: 8 - byte received (at 1725769871.8809524): 255
[DEBUG] [2024-09-08 14:31:11,884]: State: 9 - byte received (at 1725769871.8809524): 104
[DEBUG] [2024-09-08 14:31:11,885]: Message received (length 6) - Code 109
[WARNING] [2024-09-08 14:34:41,211]: Error opening the serial port (/dev/ttyACM0): [Errno 2] could not open port /dev/ttyACM0: [Errno 2] No such file or directory: '/dev/ttyACM0'
[WARNING] [2024-09-08 14:34:41,712]: Serial port (/dev/ttyACM0) not ready/available
[WARNING] [2024-09-08 14:35:35,882]: Error opening the serial port (/dev/ttyACM0): [Errno 2] could not open port /dev/ttyACM0: [Errno 2] No such file or directory: '/dev/ttyACM0'
[WARNING] [2024-09-08 14:35:36,383]: Serial port (/dev/ttyACM0) not ready/available
[WARNING] [2024-09-08 14:35:37,385]: Error opening the serial port (/dev/ttyACM0): [Errno 2] could not open port /dev/ttyACM0: [Errno 2] No such file or directory: '/dev/ttyACM0'
[WARNING] [2024-09-08 14:35:37,886]: Serial port (/dev/ttyACM0) not ready/available
[WARNING] [2024-09-08 14:35:38,889]: Error opening the serial port (/dev/ttyACM0): [Errno 2] could not open port /dev/ttyACM0: [Errno 2] No such file or directory: '/dev/ttyACM0'
[WARNING] [2024-09-08 14:35:39,390]: Serial port (/dev/ttyACM0) not ready/available
[WARNING] [2024-09-08 14:35:40,393]: Error opening the serial port (/dev/ttyACM0): [Errno 2] could not open port /dev/ttyACM0: [Errno 2] No such file or directory: '/dev/ttyACM0'
[WARNING] [2024-09-08 14:35:40,894]: Serial port (/dev/ttyACM0) not ready/available
[WARNING] [2024-09-08 14:35:51,203]: Error opening the serial port (/dev/ttyACM0): [Errno 2] could not open port /dev/ttyACM0: [Errno 2] No such file or directory: '/dev/ttyACM0'
[WARNING] [2024-09-08 14:35:51,705]: Serial port (/dev/ttyACM0) not ready/available
[WARNING] [2024-09-08 14:35:52,707]: Error opening the serial port (/dev/ttyACM0): [Errno 2] could not open port /dev/ttyACM0: [Errno 2] No such file or directory: '/dev/ttyACM0'
[WARNING] [2024-09-08 14:35:53,209]: Serial port (/dev/ttyACM0) not ready/available
[WARNING] [2024-09-08 14:35:54,211]: Error opening the serial port (/dev/ttyACM0): [Errno 2] could not open port /dev/ttyACM0: [Errno 2] No such file or directory: '/dev/ttyACM0'
